identifier,label,set
Q9KL41,nonThermophiles,train
P23247,nonThermophiles,train
P15493,nonThermophiles,train
Q9KL18,nonThermophiles,train
O32445,nonThermophiles,train
A5F5Y3,nonThermophiles,train
Q9KRL3,nonThermophiles,train
Q5EK40,nonThermophiles,train
Q9KVL2,nonThermophiles,train
Q9KL16,nonThermophiles,train
Q9KM66,nonThermophiles,train
Q9KM65,nonThermophiles,train
Q9KSG1,nonThermophiles,train
A5F692,nonThermophiles,train
Q56652,nonThermophiles,train
Q9KMW1,nonThermophiles,train
Q9KUY6,nonThermophiles,train
A5F4U3,nonThermophiles,train
Q9KMA5,nonThermophiles,train
Q9KQU7,nonThermophiles,train
Q9KQ52,nonThermophiles,train
A5F5P5,nonThermophiles,train
Q9KQI2,nonThermophiles,train
A5F5X1,nonThermophiles,train
P0C6Q5,nonThermophiles,train
Q9KPY6,nonThermophiles,train
A5F686,nonThermophiles,train
Q9KR65,nonThermophiles,train
A5F384,nonThermophiles,train
Q9KVD5,nonThermophiles,train
A5F2R3,nonThermophiles,train
Q9KV30,nonThermophiles,train
Q9KNV2,nonThermophiles,train
Q9KSM5,nonThermophiles,train
P41851,nonThermophiles,train
P45777,nonThermophiles,train
Q9KTX9,nonThermophiles,train
Q9KMG5,nonThermophiles,train
Q9KV40,nonThermophiles,train
Q9KSX0,nonThermophiles,train
Q9KQ92,nonThermophiles,train
Q9KN67,nonThermophiles,train
P06111,nonThermophiles,train
A5F9C1,nonThermophiles,train
A0A0H3AKU6,nonThermophiles,train
Q9KT84,nonThermophiles,train
Q9KR62,nonThermophiles,train
Q9KQW9,nonThermophiles,train
Q9KU27,nonThermophiles,train
Q9KQT7,nonThermophiles,train
A5F2R1,nonThermophiles,train
Q9KNI7,nonThermophiles,train
P08038,nonThermophiles,train
Q9KUJ3,nonThermophiles,train
Q9KMA6,nonThermophiles,train
O87455,nonThermophiles,train
Q9KV11,nonThermophiles,train
Q9KR33,nonThermophiles,train
P45774,nonThermophiles,train
A2PU44,nonThermophiles,train
Q9KLD5,nonThermophiles,train
P45773,nonThermophiles,train
Q9KVM1,nonThermophiles,train
A5F8G9,nonThermophiles,train
Q9KQH9,nonThermophiles,train
Q9KL40,nonThermophiles,train
Q9KSQ2,nonThermophiles,train
Q9KLJ3,nonThermophiles,train
P0A4M3,nonThermophiles,train
Q9KVL7,nonThermophiles,train
Q9KUY4,nonThermophiles,train
Q9KMV8,nonThermophiles,train
P45782,nonThermophiles,train
P32557,nonThermophiles,train
Q9KQU8,nonThermophiles,train
Q9KPB6,nonThermophiles,train
Q9KVG8,nonThermophiles,train
Q9KVU4,nonThermophiles,train
Q9KSB1,nonThermophiles,train
Q9KVT3,nonThermophiles,train
A0A0H3AFM6,nonThermophiles,train
Q9KQS5,nonThermophiles,train
P29480,nonThermophiles,train
Q9KTK0,nonThermophiles,train
Q9KPK8,nonThermophiles,train
Q9KVD2,nonThermophiles,train
Q9KR64,nonThermophiles,train
A5F660,nonThermophiles,train
Q9KKP3,nonThermophiles,train
P38442,nonThermophiles,train
P0C6D3,nonThermophiles,train
Q9KKZ4,nonThermophiles,train
Q9KVG9,nonThermophiles,train
Q9KNC3,nonThermophiles,train
Q9KPA2,nonThermophiles,train
Q9KST7,nonThermophiles,train
P0C6C9,nonThermophiles,train
Q9KNM2,nonThermophiles,train
Q9KL83,nonThermophiles,train
Q9KSL4,nonThermophiles,train
B5F9P4,nonThermophiles,train
P12746,nonThermophiles,train
Q5E6F9,nonThermophiles,train
Q5E5Y7,nonThermophiles,train
Q5E6F5,nonThermophiles,train
P80893,nonThermophiles,train
Q5E7H1,nonThermophiles,train
P13670,nonThermophiles,train
Q56691,nonThermophiles,train
P54302,nonThermophiles,train
Q56694,nonThermophiles,train
P05521,nonThermophiles,train
P0C5S4,nonThermophiles,train
P43127,nonThermophiles,train
P07740,nonThermophiles,train
P54298,nonThermophiles,train
P21308,nonThermophiles,train
P54300,nonThermophiles,train
Q87P32,nonThermophiles,train
Q87TN7,nonThermophiles,train
Q87K41,nonThermophiles,train
P19250,nonThermophiles,train
Q56725,nonThermophiles,train
Q56696,nonThermophiles,train
Q87RS1,nonThermophiles,train
A6B4U8,nonThermophiles,train
Q03478,nonThermophiles,train
Q03477,nonThermophiles,train
Q03474,nonThermophiles,train
O82855,nonThermophiles,train
Q03476,nonThermophiles,train
Q87M87,nonThermophiles,train
Q87RD1,nonThermophiles,train
Q6WHH0,nonThermophiles,train
Q6WHG9,nonThermophiles,train
Q8GRF5,nonThermophiles,train
Q87K03,nonThermophiles,train
Q87LT3,nonThermophiles,train
Q7MGG3,nonThermophiles,train
Q8D8D2,nonThermophiles,train
Q8DAR7,nonThermophiles,train
Q8DBF5,nonThermophiles,train
Q8DEI1,nonThermophiles,train
Q8DF91,nonThermophiles,train
Q8D9M7,nonThermophiles,train
Q7MK24,nonThermophiles,train
Q7MP98,nonThermophiles,train
Q8PQ45,nonThermophiles,train
Q8PHA1,nonThermophiles,train
Q8GCH2,nonThermophiles,train
Q8PDX2,nonThermophiles,train
Q8PDQ6,nonThermophiles,train
B0RP51,nonThermophiles,train
Q8P3K2,nonThermophiles,train
Q8P9V9,nonThermophiles,train
A0A0H2XCS3,nonThermophiles,train
Q56775,nonThermophiles,train
P31734,nonThermophiles,train
P52279,nonThermophiles,train
Q56770,nonThermophiles,train
Q8PD71,nonThermophiles,train
P19487,nonThermophiles,train
Q56774,nonThermophiles,train
Q8PDW6,nonThermophiles,train
Q8P3K1,nonThermophiles,train
Q8PAH9,nonThermophiles,train
Q8P9X1,nonThermophiles,train
Q8P8S1,nonThermophiles,train
P0C0F6,nonThermophiles,train
P60512,nonThermophiles,train
Q8PDW5,nonThermophiles,train
Q8PDW8,nonThermophiles,train
P59009,nonThermophiles,train
P31742,nonThermophiles,train
Q8P3K4,nonThermophiles,train
P29041,nonThermophiles,train
Q87EL2,nonThermophiles,train
Q87B49,nonThermophiles,train
Q9PF20,nonThermophiles,train
Q9PA93,nonThermophiles,train
Q9PFB4,nonThermophiles,train
Q9PFB2,nonThermophiles,train
Q9PFB3,nonThermophiles,train
P31489,nonThermophiles,train
Q01244,nonThermophiles,train
Q56851,nonThermophiles,train
P15273,nonThermophiles,train
P31495,nonThermophiles,train
P07593,nonThermophiles,train
P0C2M9,nonThermophiles,train
P33406,nonThermophiles,train
Q05202,nonThermophiles,train
P0DOA5,nonThermophiles,train
Q01251,nonThermophiles,train
P0C2M8,nonThermophiles,train
P0C2V8,nonThermophiles,train
P31499,nonThermophiles,train
P16454,nonThermophiles,train
P0DP68,nonThermophiles,train
A1JSR8,nonThermophiles,train
A1JNH0,nonThermophiles,train
P31517,nonThermophiles,train
Q01246,nonThermophiles,train
Q01247,nonThermophiles,train
Q01254,nonThermophiles,train
P31519,nonThermophiles,train
P31492,nonThermophiles,train
Q01245,nonThermophiles,train
Q01253,nonThermophiles,train
Q01250,nonThermophiles,train
A1JNG6,nonThermophiles,train
P31490,nonThermophiles,train
P0C2M7,nonThermophiles,train
Q01252,nonThermophiles,train
P37132,nonThermophiles,train
P0A3X1,nonThermophiles,train
P0C2V9,nonThermophiles,train
P0C2N0,nonThermophiles,train
Q8Z9S7,nonThermophiles,train
Q9X6B0,nonThermophiles,train
O68703,nonThermophiles,train
Q7CHH5,nonThermophiles,train
Q8CKU7,nonThermophiles,train
Q8ZFU4,nonThermophiles,train
Q9RI12,nonThermophiles,train
Q8ZH09,nonThermophiles,train
Q8ZIV7,nonThermophiles,train
Q8ZA87,nonThermophiles,train
Q8ZBP7,nonThermophiles,train
Q8ZH69,nonThermophiles,train
P26926,nonThermophiles,train
P26949,nonThermophiles,train
Q74PW2,nonThermophiles,train
Q8ZG15,nonThermophiles,train
Q8ZJF2,nonThermophiles,train
Q8ZIK3,nonThermophiles,train
Q7CJV2,nonThermophiles,train
P58472,nonThermophiles,train
Q8ZIE8,nonThermophiles,train
P58475,nonThermophiles,train
Q8ZD36,nonThermophiles,train
Q8ZB47,nonThermophiles,train
Q0WFT9,nonThermophiles,train
Q1CMW6,nonThermophiles,train
P17811,nonThermophiles,train
Q74XD3,nonThermophiles,train
Q56992,nonThermophiles,train
Q8ZAX1,nonThermophiles,train
Q7CJ65,nonThermophiles,train
Q8ZH57,nonThermophiles,train
P26948,nonThermophiles,train
P69986,nonThermophiles,train
Q56952,nonThermophiles,train
Q8ZGZ1,nonThermophiles,train
P69968,nonThermophiles,train
G4WJD4,nonThermophiles,train
G4WJD3,nonThermophiles,train
Q93PD8,nonThermophiles,train
Q66DP5,nonThermophiles,train
A0A0H3B0B8,nonThermophiles,train
Q66A06,nonThermophiles,train
P11922,nonThermophiles,train
P31498,nonThermophiles,train
B1JJ73,nonThermophiles,train
Q7BF87,nonThermophiles,train
Q05342,nonThermophiles,train
Q7BF86,nonThermophiles,train
Q66A07,nonThermophiles,train
Q93PD4,nonThermophiles,train
A0A0R4I987,nonThermophiles,train
B1JRD8,nonThermophiles,train
B1JSA0,nonThermophiles,train
P40294,nonThermophiles,train
P40296,nonThermophiles,train
Q04983,nonThermophiles,train
P28720,nonThermophiles,train
P06672,nonThermophiles,train
P34037,nonThermophiles,train
Q07982,nonThermophiles,train
Q00384,nonThermophiles,train
Q5NNZ8,nonThermophiles,train
P20368,nonThermophiles,train
P0DJA2,nonThermophiles,train
P30798,nonThermophiles,train
P21909,nonThermophiles,train
P21906,nonThermophiles,train
P0DJA7,nonThermophiles,train
H2VFR7,nonThermophiles,train
Q5NLX3,nonThermophiles,train
Q9YBL2,thermophiles,train
Q9YER2,thermophiles,train
Q9YD18,thermophiles,train
Q9YE01,thermophiles,train
Q9YA11,thermophiles,train
Q9YA47,thermophiles,train
Q9YBX7,thermophiles,train
Q9YAQ8,thermophiles,train
Q9YDF8,thermophiles,train
Q9YBS3,thermophiles,train
Q9Y8H8,thermophiles,train
Q9YC08,thermophiles,train
Q9YAX2,thermophiles,train
Q9Y9B3,thermophiles,train
Q9YAF1,thermophiles,train
Q9YFP5,thermophiles,train
Q9YAV0,thermophiles,train
O73942,thermophiles,train
Q9YDI2,thermophiles,train
Q9Y9U3,thermophiles,train
Q9YBQ2,thermophiles,train
Q9Y9D8,thermophiles,train
Q9Y9W9,thermophiles,train
C8WR67,thermophiles,train
P33247,thermophiles,train
C8WV58,thermophiles,train
Q43880,thermophiles,train
P80579,thermophiles,train
O66465,thermophiles,train
O67648,thermophiles,train
O67625,thermophiles,train
O66874,thermophiles,train
O66529,thermophiles,train
O66747,thermophiles,train
O66511,thermophiles,train
O67359,thermophiles,train
O66490,thermophiles,train
O67137,thermophiles,train
O67315,thermophiles,train
O67077,thermophiles,train
O66440,thermophiles,train
O67610,thermophiles,train
O67791,thermophiles,train
O66515,thermophiles,train
O67800,thermophiles,train
O67572,thermophiles,train
O66496,thermophiles,train
O67045,thermophiles,train
O66640,thermophiles,train
O67086,thermophiles,train
O67305,thermophiles,train
O67140,thermophiles,train
O66680,thermophiles,train
O66555,thermophiles,train
O66530,thermophiles,train
O67928,thermophiles,train
O67053,thermophiles,train
O67413,thermophiles,train
O67788,thermophiles,train
O66914,thermophiles,train
O66605,thermophiles,train
O67035,thermophiles,train
O66905,thermophiles,train
O67757,thermophiles,train
O67644,thermophiles,train
O67518,thermophiles,train
O67322,thermophiles,train
O66474,thermophiles,train
O66962,thermophiles,train
O67216,thermophiles,train
O67262,thermophiles,train
O66513,thermophiles,train
O67505,thermophiles,train
O67813,thermophiles,train
O66809,thermophiles,train
O67803,thermophiles,train
O66493,thermophiles,train
O66610,thermophiles,train
O67185,thermophiles,train
O67065,thermophiles,train
O67465,thermophiles,train
O66667,thermophiles,train
O66615,thermophiles,train
O66505,thermophiles,train
O67367,thermophiles,train
O67463,thermophiles,train
O67709,thermophiles,train
O67139,thermophiles,train
O66690,thermophiles,train
O67577,thermophiles,train
O67050,thermophiles,train
O67728,thermophiles,train
O66665,thermophiles,train
O66780,thermophiles,train
O67174,thermophiles,train
O67549,thermophiles,train
O67466,thermophiles,train
D0VWU4,thermophiles,train
O66565,thermophiles,train
O67925,thermophiles,train
O29777,thermophiles,train
O30298,thermophiles,train
O28608,thermophiles,train
O29428,thermophiles,train
O28028,thermophiles,train
O30297,thermophiles,train
O29537,thermophiles,train
Q59109,thermophiles,train
O29689,thermophiles,train
O28025,thermophiles,train
Q59110,thermophiles,train
O28050,thermophiles,train
O29161,thermophiles,train
O28234,thermophiles,train
O28341,thermophiles,train
O28401,thermophiles,train
O30195,thermophiles,train
O29868,thermophiles,train
O29535,thermophiles,train
O29871,thermophiles,train
O29870,thermophiles,train
O30273,thermophiles,train
O29329,thermophiles,train
O29844,thermophiles,train
O29751,thermophiles,train
O28471,thermophiles,train
O29912,thermophiles,train
O28635,thermophiles,train
O29524,thermophiles,train
O29747,thermophiles,train
O29010,thermophiles,train
O29630,thermophiles,train
O29749,thermophiles,train
O28344,thermophiles,train
O28383,thermophiles,train
O29390,thermophiles,train
O30033,thermophiles,train
O29853,thermophiles,train
O28846,thermophiles,train
O28534,thermophiles,train
O29901,thermophiles,train
O29843,thermophiles,train
O29386,thermophiles,train
O30176,thermophiles,train
O28590,thermophiles,train
O28869,thermophiles,train
O30143,thermophiles,train
O29338,thermophiles,train
O28889,thermophiles,train
O29998,thermophiles,train
O28220,thermophiles,train
O27953,thermophiles,train
O28839,thermophiles,train
O29664,thermophiles,train
O30181,thermophiles,train
O28071,thermophiles,train
O28876,thermophiles,train
O29944,thermophiles,train
O28415,thermophiles,train
O29321,thermophiles,train
O28724,thermophiles,train
O28186,thermophiles,train
O28187,thermophiles,train
O28478,thermophiles,train
O28951,thermophiles,train
O28770,thermophiles,train
O30077,thermophiles,train
O29056,thermophiles,train
Q9F8A8,thermophiles,train
Q3AEU2,thermophiles,train
P0C2S5,thermophiles,train
P10477,thermophiles,train
A3DIH0,thermophiles,train
P0C2S1,thermophiles,train
Q02934,thermophiles,train
A3DHD2,thermophiles,train
Q70DK5,thermophiles,train
A3DH97,thermophiles,train
A3DBH1,thermophiles,train
P16218,thermophiles,train
P10478,thermophiles,train
A3DC29,thermophiles,train
A3DC27,thermophiles,train
A3DK17,thermophiles,train
P0C2S3,thermophiles,train
A3DBX3,thermophiles,train
P14002,thermophiles,train
P26208,thermophiles,train
Q06848,thermophiles,train
A3DC75,thermophiles,train
P07508,thermophiles,train
A3DDQ3,thermophiles,train
A3DCG2,thermophiles,train
A3DIE4,thermophiles,train
Q06853,thermophiles,train
A3DHB8,thermophiles,train
P09961,thermophiles,train
P14898,thermophiles,train
A4IKE7,thermophiles,train
A4IP64,thermophiles,train
A4IT51,thermophiles,train
A4ITV2,thermophiles,train
A4IT50,thermophiles,train
A4IT49,thermophiles,train
A4ISU9,thermophiles,train
A4IK89,thermophiles,train
Q58717,thermophiles,train
Q58323,thermophiles,train
Q58185,thermophiles,train
Q58999,thermophiles,train
P81291,thermophiles,train
Q58327,thermophiles,train
Q58085,thermophiles,train
Q60365,thermophiles,train
Q57849,thermophiles,train
Q58579,thermophiles,train
Q60358,thermophiles,train
Q58936,thermophiles,train
Q57872,thermophiles,train
Q60364,thermophiles,train
Q58407,thermophiles,train
Q58010,thermophiles,train
Q58431,thermophiles,train
Q58484,thermophiles,train
Q57991,thermophiles,train
Q57645,thermophiles,train
Q60326,thermophiles,train
Q59062,thermophiles,train
Q59063,thermophiles,train
Q57836,thermophiles,train
Q58439,thermophiles,train
Q58346,thermophiles,train
Q58663,thermophiles,train
Q57580,thermophiles,train
Q58835,thermophiles,train
Q57562,thermophiles,train
Q58605,thermophiles,train
Q57900,thermophiles,train
Q60352,thermophiles,train
P58416,thermophiles,train
Q58980,thermophiles,train
Q58812,thermophiles,train
Q58844,thermophiles,train
Q58134,thermophiles,train
Q58643,thermophiles,train
Q58626,thermophiles,train
Q58559,thermophiles,train
Q57603,thermophiles,train
Q59054,thermophiles,train
Q58634,thermophiles,train
Q57623,thermophiles,train
Q58372,thermophiles,train
Q57599,thermophiles,train
Q60346,thermophiles,train
Q58194,thermophiles,train
Q57878,thermophiles,train
Q58378,thermophiles,train
Q58517,thermophiles,train
Q58719,thermophiles,train
Q58297,thermophiles,train
Q58392,thermophiles,train
Q58924,thermophiles,train
Q58249,thermophiles,train
Q58043,thermophiles,train
Q58247,thermophiles,train
Q58025,thermophiles,train
Q58843,thermophiles,train
Q60177,thermophiles,train
P0CL56,thermophiles,train
P60460,thermophiles,train
Q58054,thermophiles,train
P54061,thermophiles,train
Q59028,thermophiles,train
Q57840,thermophiles,train
Q58893,thermophiles,train
Q57703,thermophiles,train
Q58499,thermophiles,train
Q58584,thermophiles,train
Q57851,thermophiles,train
Q57700,thermophiles,train
Q58549,thermophiles,train
Q58543,thermophiles,train
Q57884,thermophiles,train
Q58504,thermophiles,train
Q58280,thermophiles,train
Q58256,thermophiles,train
Q58653,thermophiles,train
Q58511,thermophiles,train
Q57696,thermophiles,train
Q58502,thermophiles,train
Q58540,thermophiles,train
Q58546,thermophiles,train
Q58232,thermophiles,train
Q57986,thermophiles,train
Q58501,thermophiles,train
Q59000,thermophiles,train
Q58842,thermophiles,train
Q58734,thermophiles,train
Q57888,thermophiles,train
Q57609,thermophiles,train
Q58272,thermophiles,train
Q58786,thermophiles,train
Q58497,thermophiles,train
Q58813,thermophiles,train
Q59066,thermophiles,train
Q58309,thermophiles,train
Q58428,thermophiles,train
Q58235,thermophiles,train
Q58542,thermophiles,train
Q57661,thermophiles,train
Q57749,thermophiles,train
Q58783,thermophiles,train
Q57902,thermophiles,train
Q58899,thermophiles,train
P54041,thermophiles,train
Q59072,thermophiles,train
Q58707,thermophiles,train
Q58989,thermophiles,train
Q58027,thermophiles,train
Q58494,thermophiles,train
Q57564,thermophiles,train
Q58410,thermophiles,train
Q57622,thermophiles,train
Q58958,thermophiles,train
Q58462,thermophiles,train
Q58026,thermophiles,train
Q58391,thermophiles,train
Q57755,thermophiles,train
Q58649,thermophiles,train
Q58993,thermophiles,train
Q58829,thermophiles,train
Q58193,thermophiles,train
Q58928,thermophiles,train
Q58018,thermophiles,train
Q57880,thermophiles,train
Q58416,thermophiles,train
Q58174,thermophiles,train
Q58505,thermophiles,train
Q60277,thermophiles,train
Q58723,thermophiles,train
Q57594,thermophiles,train
Q57773,thermophiles,train
Q58588,thermophiles,train
Q60329,thermophiles,train
Q57676,thermophiles,train
Q57837,thermophiles,train
Q58017,thermophiles,train
Q57688,thermophiles,train
Q58739,thermophiles,train
Q58452,thermophiles,train
Q58586,thermophiles,train
Q58598,thermophiles,train
Q58876,thermophiles,train
Q58959,thermophiles,train
Q58292,thermophiles,train
Q57556,thermophiles,train
Q58105,thermophiles,train
Q58361,thermophiles,train
Q58875,thermophiles,train
Q57997,thermophiles,train
Q58895,thermophiles,train
Q58034,thermophiles,train
Q57817,thermophiles,train
Q58718,thermophiles,train
Q58435,thermophiles,train
Q58830,thermophiles,train
Q57912,thermophiles,train
Q57812,thermophiles,train
Q58855,thermophiles,train
Q57673,thermophiles,train
Q58933,thermophiles,train
Q58987,thermophiles,train
Q57917,thermophiles,train
Q58192,thermophiles,train
Q57587,thermophiles,train
Q58539,thermophiles,train
Q58293,thermophiles,train
Q58610,thermophiles,train
Q58822,thermophiles,train
Q57815,thermophiles,train
Q9UXR8,thermophiles,train
Q8TUS2,thermophiles,train
P94951,thermophiles,train
Q8TXW1,thermophiles,train
Q8TGZ5,thermophiles,train
Q74NE4,thermophiles,train
Q8ZVK6,thermophiles,train
Q8ZYE0,thermophiles,train
Q8ZUJ3,thermophiles,train
P56635,thermophiles,train
Q8ZY16,thermophiles,train
Q8ZXE0,thermophiles,train
Q7LX22,thermophiles,train
Q8ZZP2,thermophiles,train
Q8ZTX6,thermophiles,train
A1RVM8,thermophiles,train
P81901,thermophiles,train
O54003,thermophiles,train
Q9V2G1,thermophiles,train
Q9V2E8,thermophiles,train
Q9UYV8,thermophiles,train
Q9UZ14,thermophiles,train
Q9UY84,thermophiles,train
Q9UYR9,thermophiles,train
Q9UZK1,thermophiles,train
Q9V2G4,thermophiles,train
Q9V1P5,thermophiles,train
Q9V2F4,thermophiles,train
Q9UYT0,thermophiles,train
Q9V105,thermophiles,train
Q9V1Z9,thermophiles,train
Q9UYX8,thermophiles,train
Q9V0E4,thermophiles,train
Q9UY20,thermophiles,train
Q9UZ62,thermophiles,train
Q9V138,thermophiles,train
Q9V0T9,thermophiles,train
P61994,thermophiles,train
P62010,thermophiles,train
P61992,thermophiles,train
P56218,thermophiles,train
Q8U1N9,thermophiles,train
Q8U1Y4,thermophiles,train
P58301,thermophiles,train
Q9HHB6,thermophiles,train
E7FHU4,thermophiles,train
Q8U195,thermophiles,train
Q51742,thermophiles,train
O73946,thermophiles,train
Q8U0Z7,thermophiles,train
P95474,thermophiles,train
Q53554,thermophiles,train
Q8U2D5,thermophiles,train
Q8U3J2,thermophiles,train
P58880,thermophiles,train
Q51732,thermophiles,train
Q8U1P0,thermophiles,train
Q8U1S7,thermophiles,train
Q8U2E4,thermophiles,train
Q8U017,thermophiles,train
Q8U4H7,thermophiles,train
Q8TZK2,thermophiles,train
Q8U0P5,thermophiles,train
Q8U0F0,thermophiles,train
P24297,thermophiles,train
Q8U016,thermophiles,train
Q8U001,thermophiles,train
Q8TZV6,thermophiles,train
Q8U015,thermophiles,train
Q8U008,thermophiles,train
Q8U438,thermophiles,train
P58300,thermophiles,train
Q8TZL3,thermophiles,train
P80319,thermophiles,train
Q8U0Z6,thermophiles,train
E7FHX6,thermophiles,train
Q51805,thermophiles,train
Q9P9H1,thermophiles,train
Q8U0E6,thermophiles,train
Q8U158,thermophiles,train
Q8U475,thermophiles,train
Q8U443,thermophiles,train
Q8U0M5,thermophiles,train
Q8U007,thermophiles,train
Q8U440,thermophiles,train
Q9UWP5,thermophiles,train
Q8U232,thermophiles,train
Q8TZE1,thermophiles,train
Q8U308,thermophiles,train
Q8TZS0,thermophiles,train
O73944,thermophiles,train
Q8U1Z3,thermophiles,train
Q8TZZ8,thermophiles,train
Q8U2L3,thermophiles,train
Q8U012,thermophiles,train
Q8TZI4,thermophiles,train
Q51804,thermophiles,train
Q8U0E5,thermophiles,train
Q8U159,thermophiles,train
Q8U005,thermophiles,train
Q8U003,thermophiles,train
Q8U0E7,thermophiles,train
Q8U0Z8,thermophiles,train
P81413,thermophiles,train
Q8U2E5,thermophiles,train
P83194,thermophiles,train
Q8U1S5,thermophiles,train
P29603,thermophiles,train
Q8U1T1,thermophiles,train
Q8U4Q7,thermophiles,train
Q8TZH9,thermophiles,train
P58314,thermophiles,train
Q51803,thermophiles,train
Q8U0N7,thermophiles,train
Q8U013,thermophiles,train
Q9HH82,thermophiles,train
Q8U011,thermophiles,train
Q8U3H8,thermophiles,train
Q8TZK1,thermophiles,train
Q8U3H5,thermophiles,train
Q8U092,thermophiles,train
Q9HGZ9,thermophiles,train
Q8U4G4,thermophiles,train
Q7LWY0,thermophiles,train
Q8U009,thermophiles,train
Q8U002,thermophiles,train
Q8TZD9,thermophiles,train
Q8U192,thermophiles,train
Q8U0E2,thermophiles,train
Q8U0U1,thermophiles,train
Q8U0R7,thermophiles,train
Q8TZZ9,thermophiles,train
Q8U3C9,thermophiles,train
P72186,thermophiles,train
Q8U019,thermophiles,train
Q8U2F9,thermophiles,train
Q9HH80,thermophiles,train
Q8U010,thermophiles,train
Q8U474,thermophiles,train
O50083,thermophiles,train
O59010,thermophiles,train
O57712,thermophiles,train
O58478,thermophiles,train
O58801,thermophiles,train
O58832,thermophiles,train
O59179,thermophiles,train
O59196,thermophiles,train
O58679,thermophiles,train
O58440,thermophiles,train
O58056,thermophiles,train
O58247,thermophiles,train
O50105,thermophiles,train
O58308,thermophiles,train
O74088,thermophiles,train
O58931,thermophiles,train
O58433,thermophiles,train
O59475,thermophiles,train
O73984,thermophiles,train
O58268,thermophiles,train
O58714,thermophiles,train
O57963,thermophiles,train
O57880,thermophiles,train
O58403,thermophiles,train
O58185,thermophiles,train
O58316,thermophiles,train
O57936,thermophiles,train
O59230,thermophiles,train
O59180,thermophiles,train
O58689,thermophiles,train
O57947,thermophiles,train
O58885,thermophiles,train
O58263,thermophiles,train
O58010,thermophiles,train
O50129,thermophiles,train
O74017,thermophiles,train
P58748,thermophiles,train
O59028,thermophiles,train
O59346,thermophiles,train
O58938,thermophiles,train
O58888,thermophiles,train
O57863,thermophiles,train
O57939,thermophiles,train
O58088,thermophiles,train
O57809,thermophiles,train
O58035,thermophiles,train
O58214,thermophiles,train
O59172,thermophiles,train
O58586,thermophiles,train
O59584,thermophiles,train
O58764,thermophiles,train
O59284,thermophiles,train
O59128,thermophiles,train
O58558,thermophiles,train
O58441,thermophiles,train
O58877,thermophiles,train
O57724,thermophiles,train
O58022,thermophiles,train
O57705,thermophiles,train
O58698,thermophiles,train
O57802,thermophiles,train
O74098,thermophiles,train
Q1ARU5,thermophiles,train
P46893,thermophiles,train
Q55080,thermophiles,train
Q4JB16,thermophiles,train
Q4JC68,thermophiles,train
Q4J9K4,thermophiles,train
Q4JBJ3,thermophiles,train
Q4J6M3,thermophiles,train
Q4J6M5,thermophiles,train
Q4J6M6,thermophiles,train
O54088,thermophiles,train
Q4J8E7,thermophiles,train
P13123,thermophiles,train
Q4JAQ0,thermophiles,train
F2Z6D2,thermophiles,train
Q4J9L2,thermophiles,train
Q4J924,thermophiles,train
P14288,thermophiles,train
Q4JB70,thermophiles,train
Q4J8Y4,thermophiles,train
O33600,thermophiles,train
P17118,thermophiles,train
P35025,thermophiles,train
Q4JB68,thermophiles,train
Q4J6E5,thermophiles,train
P11521,thermophiles,train
P27414,thermophiles,train
Q4JAQ5,thermophiles,train
P39464,thermophiles,train
Q4J711,thermophiles,train
Q4J894,thermophiles,train
Q9HH76,thermophiles,train
P38613,thermophiles,train
P74766,thermophiles,train
P35024,thermophiles,train
F0NBH8,thermophiles,train
Q8QL46,thermophiles,train
Q914L6,thermophiles,train
Q8QL27,thermophiles,train
Q8QL44,thermophiles,train
Q8QHM9,thermophiles,train
Q9UWU1,thermophiles,train
B5BLW5,thermophiles,train
Q97TX9,thermophiles,train
Q9UXG1,thermophiles,train
Q980R9,thermophiles,train
Q97U29,thermophiles,train
Q97U27,thermophiles,train
P50384,thermophiles,train
O93715,thermophiles,train
Q980Q4,thermophiles,train
Q97ZE2,thermophiles,train
P95867,thermophiles,train
Q97VT7,thermophiles,train
P50389,thermophiles,train
Q97Y84,thermophiles,train
Q97WX0,thermophiles,train
P14909,thermophiles,train
Q97U96,thermophiles,train
Q97ZF4,thermophiles,train
Q9UXF8,thermophiles,train
Q97Y92,thermophiles,train
P95896,thermophiles,train
Q97WX3,thermophiles,train
Q97YC2,thermophiles,train
P95928,thermophiles,train
Q7LXU6,thermophiles,train
Q980A5,thermophiles,train
Q9UX83,thermophiles,train
D0KQM8,thermophiles,train
Q97WX4,thermophiles,train
Q97UA0,thermophiles,train
Q97U28,thermophiles,train
P57084,thermophiles,train
Q97U63,thermophiles,train
Q97WV8,thermophiles,train
Q97Y91,thermophiles,train
Q97ZX7,thermophiles,train
Q97W73,thermophiles,train
P50382,thermophiles,train
Q980R2,thermophiles,train
Q980Z8,thermophiles,train
Q97WX2,thermophiles,train
Q980W9,thermophiles,train
Q980N1,thermophiles,train
Q97ZE3,thermophiles,train
Q97WH1,thermophiles,train
Q97UL5,thermophiles,train
Q980C1,thermophiles,train
Q980C6,thermophiles,train
P57766,thermophiles,train
Q97Z83,thermophiles,train
Q7LYJ6,thermophiles,train
Q9UWW1,thermophiles,train
Q9UWT5,thermophiles,train
Q97YC8,thermophiles,train
Q97Y96,thermophiles,train
Q97W92,thermophiles,train
O93774,thermophiles,train
Q97Y90,thermophiles,train
Q97Z86,thermophiles,train
Q97UZ1,thermophiles,train
Q9UWY6,thermophiles,train
