identifier,label,set
TAL_THET8,1,train
VATB_THET8,1,train
THIG_THET8,1,train
VATC_THET8,1,train
SYT_THET8,1,train
SYH_THET2,1,train
Y583_THET8,1,train
Y540_THET8,1,train
TRMI_THET2,1,train
SSB_THET8,1,train
VATF_THET8,1,train
XYLA_THET8,1,train
Y1714_THET8,1,train
TTUD_THET2,1,train
SYY_THET2,1,train
UVRB_THET8,1,train
TERS_BPG20,1,train
THIS_THET2,1,train
TRPA_THET2,1,train
YDJC_THET8,1,train
RL29_THET2,1,train
NQO6_THET8,1,train
ODBB_THET8,1,train
RRAAH_THET8,1,train
URK_THET8,1,train
SECY_THET8,1,train
SIGA_THET2,1,train
SP0J_THET2,1,train
THPR_THET8,1,train
RSMA_THET8,1,train
RPOZ_THET8,1,train
TTUB_THET2,1,train
RECJ_THET8,1,train
RNH_THET8,1,train
TERL_BPG20,1,train
TRMFO_THET8,1,train
AERA_AERHY,0,train
BSR_AERHH,0,train
CYAB_AERHY,0,train
RNI_AERHY,0,train
LIPE_AERHY,0,train
WECA_AERHY,0,train
GCAT_AERHY,0,train
FMFL_AERHY,0,train
GSPD_AERHY,0,train
PDA_AGRRK,0,train
APSD_AGRRK,0,train
SDH_RHIRD,0,train
VIRB7_RHIRD,0,train
DCAS_RHIRD,0,train
VIRB9_RHIRD,0,train
SLMH_RHIRD,0,train
NDVA_RHIRD,0,train
PGM_RHIRD,0,train
TRAR_RHIRD,0,train
PGLR_RHIRD,0,train
LACG_RHIRD,0,train
OIAX_AGRRK,0,train
VIRB2_RHIRD,0,train
GLGC_RHIRD,0,train
CPXC_RHIRD,0,train
CPXD_RHIRD,0,train
LACE_RHIRD,0,train
LACF_RHIRD,0,train
LERI_AGRRK,0,train
AHLLM_RHIRD,0,train
PIC1_RHIRD,0,train
OCCM_RHIRD,0,train
ROS_RHIRD,0,train
OCCR_RHIRD,0,train
4HPE1_AGRRK,0,train
VIRB4_RHIRD,0,train
TRAM_RHIRD,0,train
PHRB_AGRFC,0,train
URODH_AGRFC,0,train
DAPA_AGRFC,0,train
AACL_AGRFC,0,train
PHRA_AGRFC,0,train
HUTI_AGRFC,0,train
OCD_AGRT4,0,train
HPPA_AGRFC,0,train
VIRB8_AGRFC,0,train
AHLLB_AGRFC,0,train
DEACT_AGRFC,0,train
VIRE2_AGRFC,0,train
CHVE_AGRFC,0,train
HAD_AGRTR,0,train
MFPP_AGRFC,0,train
MFPS_AGRFC,0,train
RL7_AGRFC,0,train
KHSE_AGRFC,0,train
NOCT_AGRFC,0,train
KDGD_AGRFC,0,train
IPTZ_AGRFC,0,train
PY2CR_AGRFC,0,train
ATSE_AGRFC,0,train
AACP_AGRFC,0,train
ADEC2_AGRFC,0,train
GLI_AGRFC,0,train
BPT_AGRFC,0,train
AQPZ2_AGRFC,0,train
DNAK_AGRFC,0,train
BLH_AGRFC,0,train
BIGR_AGRFC,0,train
VIRD2_AGRFC,0,train
VIRC1_AGRFC,0,train
VIRF_AGRT9,0,train
VIRE1_AGRFC,0,train
Y1656_AGRFC,0,train
VIRB5_AGRFC,0,train
TAGK_AGRFC,0,train
VIRA_AGRT9,0,train
Y232_AGRFC,0,train
Y3911_AGRFC,0,train
TAGPE_AGRFC,0,train
VIRBA_AGRFC,0,train
VIRD4_AGRFC,0,train
APCC_AROAE,0,train
APCD_AROAE,0,train
APCE_AROAE,0,train
APCB_AROAE,0,train
HYDL_PAEAU,0,train
RPPH_BARBK,0,train
VIOA_CHRVO,0,train
PH4H_CHRVO,0,train
VIOC_CHRVO,0,train
VIOB_CHRVO,0,train
VIOD_CHRVO,0,train
HIS2_CHRVO,0,train
IOJAP_CHRVO,0,train
ADC_CHRVO,0,train
MICA_CLAMM,0,train
ARC3_CBDP,0,train
HA33C_CBCP,0,train
HA70C_CBCP,0,train
CEO_CLOBH,0,train
TUBZ_CBCP,0,train
HA17C_CBCP,0,train
MTNN_COLP3,0,train
T3HPD_COLP3,0,train
RDPA_DELAC,0,train
OMP32_DELAC,0,train
TFDB_DELAC,0,train
TFDF_DELAC,0,train
GGGPS_FLAJ1,0,train
LYS4O_FLAJ1,0,train
DPP11_FLAPJ,0,train
CYC7_GEOMG,0,train
SFRA_GEOSL,0,train
TSAL_GEOSL,0,train
CYCC_GEOSL,0,train
IMCH_GEOSL,0,train
BZAF_GEOSL,0,train
AATNT_GEOSL,0,train
CATNT_GEOSL,0,train
SACB_GLUDI,0,train
ADHA_GLUOX,0,train
ADHB_GLUOX,0,train
6PGDH_GLUOX,0,train
GCNK_GLUOX,0,train
ADHS_GLUOX,0,train
GMDH_GLUOX,0,train
POR_GLUOX,0,train
CIMA_LEPIN,0,train
DAPAT_LEPIC,0,train
LP49_LEPIC,0,train
DEF_LEPIN,0,train
LEU12_LEPIN,0,train
CBIC_LEPIN,0,train
CADD_LEPIC,0,train
MLES_LEUME,0,train
ECFA2_LEUMM,0,train
DDL_LEUMM,0,train
ECFA1_LEUMM,0,train
FOLT_LEUMM,0,train
PANT_LEUMM,0,train
LCCC_LEUME,0,train
SUCP_LEUME,0,train
RIBU_LEUMM,0,train
CITC_LEUMC,0,train
LCCB_LEUME,0,train
RL1_METVS,0,train
CSG_METVS,0,train
RL12_METVA,0,train
RL10_METVS,0,train
FAE_METEA,0,train
DHGY_METEA,0,train
FHCA_METEA,0,train
PQQE_METEA,0,train
CYCL_METEA,0,train
PQQCD_METEA,0,train
FHCC_METEA,0,train
FTHS_METEA,0,train
FCHA_METEA,0,train
DMRA_METEA,0,train
MCH_METEA,0,train
FHCB_METEA,0,train
AZUP_METEA,0,train
SGAA_METEA,0,train
PQQB_METEA,0,train
PFLAC_MYCAP,0,train
CARF_MYXXA,0,train
PPOX_MYXXA,0,train
PKN6_MYXXA,0,train
MASK_MYXXD,0,train
NDK_MYXXA,0,train
CARH_MYXXA,0,train
CS4F1_MYXXD,0,train
POMZ_MYXXD,0,train
PKN5_MYXXA,0,train
CRTI_MYXXA,0,train
PDXH_MYXXA,0,train
ACP_MYXXA,0,train
ATPA_MYXXA,0,train
MGLA_MYXXD,0,train
DESS_MYXXA,0,train
DEVT_MYXXD,0,train
DEVR_MYXXD,0,train
CAS3_MYXXD,0,train
DEVS_MYXXD,0,train
CSGA_MYXXA,0,train
CARQ_MYXXA,0,train
CARS_MYXXA,0,train
CAS2_MYXXD,0,train
MBHA_MYXXA,0,train
CARR_MYXXA,0,train
FRZE_MYXXA,0,train
FRZCD_MYXXA,0,train
TRMFO_MYXXD,0,train
Y7266_MYXXD,0,train
GALRD_OCEIH,0,train
LYSR_OENOB,0,train
FTSH_OENOE,0,train
BHCC_PARDP,0,train
COX1B_PARDE,0,train
NOSZ_PARDE,0,train
DHML_PARDE,0,train
DHM1_PARDE,0,train
BHCD_PARDP,0,train
QADG_PARDE,0,train
COX2_PARDE,0,train
NQO3_PARDE,0,train
NQO2_PARDE,0,train
KAD_PARDE,0,train
CCOP_PARDP,0,train
CY1_PARDE,0,train
CY550_PARDE,0,train
UCRI_PARDE,0,train
NQO1_PARDE,0,train
NQO11_PARDE,0,train
GFA_PARDE,0,train
DHM2_PARDE,0,train
BHCR_PARDP,0,train
ALDH_PARDP,0,train
C553_PARDE,0,train
AMCY_PARDE,0,train
COX4_PARDE,0,train
CY552_PARDE,0,train
ATPD_PARDP,0,train
ATPE_PARDP,0,train
MAUG_PARDP,0,train
NQO5_PARDE,0,train
ATP6_PARDP,0,train
NUON_PARDP,0,train
SFGH_PARDP,0,train
NUOD_PARDP,0,train
PDTIR_PARDP,0,train
DHMH_PARDE,0,train
HTPA_PARDP,0,train
CYB_PARDE,0,train
ETFB_PARDE,0,train
ATPG_PARDP,0,train
ETFA_PARDE,0,train
FADH_PARDE,0,train
COX3_PARDE,0,train
CCMA_PARDP,0,train
TOXN_PECAT,0,train
PLY1_PECAS,0,train
PLY2_PECAS,0,train
CAS1_PECAS,0,train
QUEC_PECAS,0,train
APNO_PECAS,0,train
APSI_PECAS,0,train
OTNI_PECAS,0,train
OTNC_PECAS,0,train
CSY1_PECAS,0,train
CSY2_PECAS,0,train
DERI_PECAS,0,train
OIAC_PECAS,0,train
OMPH_PHOPR,0,train
OMPL_PHOPR,0,train
RHMD_POLSJ,0,train
DCTP1_POLSJ,0,train
DCTP2_POLSJ,0,train
BCPA_PROAE,0,train
CSMA_PROA2,0,train
C555_PROAE,0,train
AMY_PSEHA,0,train
METAS_PSEHT,0,train
PNP_PSEHT,0,train
ALGG_PSEAE,0,train
BAUA_PSEAE,0,train
CAS6_PSEAB,0,train
APAH1_PSEAE,0,train
PAGL_PSEAE,0,train
LAP_PSEAE,0,train
LIGD_PSEAE,0,train
PPX_PSEAE,0,train
RFAP_PSEAE,0,train
CSRA_PSEAE,0,train
PK22_PSEAE,0,train
LASA_PSEAE,0,train
LOX_PSEAI,0,train
NCASE_PSEAE,0,train
ALG44_PSEAE,0,train
DAPD_PSEAE,0,train
ASTG_PSEAE,0,train
DXS_PSEAE,0,train
CY551_PSEAE,0,train
EFG1_PSEAE,0,train
AZOR1_PSEAE,0,train
CNTO_PSEAB,0,train
EAGT6_PSEAE,0,train
BLE1_PSEAI,0,train
CDGBP_PSEAE,0,train
CHRA_PSEAI,0,train
ARCD_PSEAE,0,train
CTPH_PSEAE,0,train
CTX_PSEAI,0,train
DDAH_PSEAE,0,train
ALGA_PSEAE,0,train
BAUB_PSEAE,0,train
CAT4_PSEAE,0,train
ACCD_PSEAE,0,train
ASTD_PSEAE,0,train
AMIR_PSEAE,0,train
ARUI_PSEAE,0,train
AZUR_PSEAE,0,train
BRAC_PSEAE,0,train
COAD_PSEAE,0,train
ALGL_PSEAE,0,train
BPHY_PSEAE,0,train
ALGK_PSEAE,0,train
ALKB1_PSEAE,0,train
BLP1_PSEAI,0,train
ALGE_PSEAE,0,train
ARCA_PSEAE,0,train
ATSE2_PSEAE,0,train
COQ7_PSEAE,0,train
ACCA_PSEAE,0,train
CYC4_PSEAE,0,train
BFR_PSEAE,0,train
CISY_PSEAE,0,train
HCNA_PSEAE,0,train
HCNB_PSEAE,0,train
LASI_PSEAE,0,train
MERR_PSEAI,0,train
MMSA_PSEAE,0,train
MTR_PSEAB,0,train
GMHA_PSEAB,0,train
NASLL_PSEAE,0,train
KU_PSEAE,0,train
CNTI_PSEAB,0,train
IDH_PSEAB,0,train
NHAP_PSEAE,0,train
NORB_PSEAE,0,train
PCTC_PSEAE,0,train
TRPO_PSEAE,0,train
NQOR_PSEAE,0,train
OADC_PSEAE,0,train
PILS_PSEAE,0,train
RS21_PSEAE,0,train
RUBR1_PSEAE,0,train
SYFA_PSEAE,0,train
TSI2_PSEAE,0,train
PPK1_PSEAI,0,train
PQSE_PSEAE,0,train
STHA_PSEAE,0,train
PORB_PSEAE,0,train
RMD_PSEAE,0,train
RSGA_PSEAE,0,train
PHS_PSEAB,0,train
SAHH_PSEAE,0,train
PA1L_PSEAE,0,train
RMLC_PSEAE,0,train
SYQ_PSEAE,0,train
MTP7_PSEAI,0,train
RISB_PSEAB,0,train
SYDND_PSEAE,0,train
PQSH_PSEAB,0,train
PQSC_PSEAE,0,train
PSTS_PSEAI,0,train
RL32_PSEAE,0,train
MUCA_PSEAE,0,train
PCHR_PSEAE,0,train
PHOP_PSEAE,0,train
PIGA_PSEAE,0,train
GSPL_PSEAE,0,train
LPXA_PSEA7,0,train
LDC_PSEAE,0,train
LPTD_PSEAE,0,train
NAGZ_PSEAE,0,train
PHZA2_PSEAE,0,train
HEM2_PSEAE,0,train
LSPA_PSEAE,0,train
LPXH_PSEAE,0,train
NQRED_PSEAE,0,train
PHNB_PSEAE,0,train
LCDH_PSEAE,0,train
HYDA_PSEAE,0,train
IMPA_PSEAE,0,train
MURG_PSEAE,0,train
MVFR_PSEAE,0,train
PPBL_PSEAI,0,train
FTSK_PSEAE,0,train
GATA_PSEAE,0,train
IVY_PSEAE,0,train
IPYR_PSEAE,0,train
KINB_PSEAI,0,train
LYSC_PSEAE,0,train
MTDTR_PSEAE,0,train
IF1_PSEAE,0,train
MASZ_PSEAE,0,train
LOLA_PSEAE,0,train
PHUZ_BPPA3,0,train
PHOU_PSEAE,0,train
MUPP_PSEAE,0,train
MAJE_PSEAE,0,train
PFES_PSEAE,0,train
PHNW_PSEAE,0,train
PPSA_PSEAB,0,train
SUTA_PSEAB,0,train
RL33_PSEAE,0,train
RS20_PSEAE,0,train
PK21A_PSEAE,0,train
P5CR_PSEAE,0,train
PHZS_PSEAE,0,train
OXODE_PSEAE,0,train
PRTR_PSEAE,0,train
LNT_PSEAE,0,train
MIAA_PSEAE,0,train
MEXR_PSEAE,0,train
PBPA_PSEAE,0,train
RNPH_PSEAE,0,train
SSB_PSEAE,0,train
MERA_PSEAI,0,train
NIRQ_PSEAE,0,train
PANE_PSEAE,0,train
MLIC_PSEAE,0,train
PHEC_PSEAE,0,train
PSCE_PSEAE,0,train
PMRB_PSEAE,0,train
PORP_PSEAE,0,train
PVDQ_PSEAE,0,train
MUCB_PSEAE,0,train
NADD_PSEAE,0,train
PPRB_PSEAE,0,train
RHLA_PSEAE,0,train
AACC1_PSEAI,0,train
KDSB_PSEAE,0,train
MEXA_PSEAE,0,train
MURD_PSEAE,0,train
AMPC_PSEAE,0,train
DSBA_PSEAE,0,train
DSBE_PSEAE,0,train
LPXC_PSEAE,0,train
CDHR_PSEAE,0,train
MERT_PSEAI,0,train
EXSA_PSEAE,0,train
HPAC_PSEAE,0,train
KDSD_PSEAE,0,train
FLID2_PSEAE,0,train
LASR_PSEAE,0,train
CBPD_PSEAB,0,train
FPVA_PSEAE,0,train
LOGH_PSEAE,0,train
CSY2_PSEAB,0,train
ILVE_PSEAE,0,train
LDCA_PSEAE,0,train
CYSH_PSEAE,0,train
FM12_PSEAI,0,train
GATB_PSEAE,0,train
EFTU_PSEAE,0,train
ENO_PSEAB,0,train
IHFA_PSEAE,0,train
HUTU_PSEAE,0,train
ATSE3_PSEAE,0,train
DPO3B_PSEAE,0,train
GLN1B_PSEAE,0,train
HCNC_PSEAE,0,train
CHEB1_PSEAE,0,train
CLPV1_PSEAE,0,train
FTSI_PSEAE,0,train
GSA_PSEAE,0,train
ACCC_PSEAE,0,train
5NTD_PSEAE,0,train
ALGF_PSEAE,0,train
FMP1_PSEAI,0,train
FLEQ_PSEAE,0,train
GSPN_PSEAE,0,train
HCP1_PSEAE,0,train
ILVC_PSEAE,0,train
HDAH_PSEAE,0,train
FDC_PSEAE,0,train
CCMH_PSEAE,0,train
FABI_PSEAE,0,train
FOLD_PSEAE,0,train
FLICB_PSEAE,0,train
EXSC_PSEAE,0,train
GBUA_PSEAE,0,train
ALG8_PSEAE,0,train
GSPK_PSEAE,0,train
GAP2_PSEAB,0,train
EXSB_PSEAE,0,train
FOSA_PSEAE,0,train
ALGH_PSEAE,0,train
FDHE_PSEAE,0,train
ACEA_PSEAE,0,train
AROC_PSEA8,0,train
ANMK_PSEAE,0,train
ESTA_PSEAE,0,train
COAX_PSEAE,0,train
DCTM_PSEAE,0,train
FLEN_PSEAE,0,train
FLDP_PSEAB,0,train
CDPD1_PSEAE,0,train
FETP_PSEAE,0,train
CSY3_PSEAB,0,train
DAUR_PSEAE,0,train
DBHB_PSEAE,0,train
FMNRE_PSEAE,0,train
AHPC_PSEAB,0,train
APEB_PSEAE,0,train
ASPQ_PSEAE,0,train
CY550_PSEAE,0,train
BLO15_PSEAI,0,train
FAN1_PSEAE,0,train
BAUD_PSEAE,0,train
DCTP_PSEAE,0,train
FABY_PSEAE,0,train
PSCG_PSEAE,0,train
RURE_PSEAE,0,train
UBIX_PSEAE,0,train
RPSH_PSEAE,0,train
SUCD_PSEAE,0,train
TSI7_PSEAE,0,train
Y049_PSEAE,0,train
RUVB_PSEAE,0,train
RECR_PSEAE,0,train
PVDA_PSEAE,0,train
Y3332_PSEAE,0,train
SUCC_PSEAE,0,train
SYP_PSEAE,0,train
Y3463_PSEAE,0,train
Y3316_PSEAB,0,train
WBPB_PSEAE,0,train
TSSA1_PSEAE,0,train
TSSB1_PSEAE,0,train
TSSE1_PSEAE,0,train
ZAPA_PSEAE,0,train
TOXR_PSEAE,0,train
TSSC1_PSEAE,0,train
TSI6_PSEAE,0,train
TSI1_PSEAE,0,train
Y4991_PSEAE,0,train
TSSK1_PSEAE,0,train
TSE7_PSEAE,0,train
Y3435_PSEAE,0,train
TONB_PSEAE,0,train
TRMD_PSEAB,0,train
TOLA_PSEAE,0,train
TSE1_PSEAE,0,train
VGR1C_PSEAE,0,train
WBPD_PSEAE,0,train
UGND_PSEAE,0,train
Y2077_PSEAB,0,train
SULA_PSEAE,0,train
Y807_PSEAB,0,train
Y4738_PSEAE,0,train
YCLC_PSEAI,0,train
THRH_PSEAE,0,train
TSSF1_PSEAE,0,train
Y213_PSEAB,0,train
Y1727_PSEAE,0,train
TGPA_PSEAE,0,train
TAGJ_PSEAE,0,train
RIMM_PSEAE,0,train
RNT_PSEAE,0,train
ODP2_PSEAE,0,train
PDXY_PSEAE,0,train
RPIA_PSEAE,0,train
TSI3_PSEAE,0,train
RL25_PSEAB,0,train
SSUD_PSEAE,0,train
PDXJ_PSEAB,0,train
PHNA_PSEAE,0,train
PMPR_PSEAE,0,train
PORD_PSEAE,0,train
TAS1_PSEAB,0,train
SYE_PSEAE,0,train
T2P7_PSEAI,0,train
VGR2B_PSEAE,0,train
PHZM_PSEAE,0,train
PTA_PSEAE,0,train
TRMJ_PSEAB,0,train
TSE3_PSEAE,0,train
RLPA_PSEAB,0,train
AMPR_PSEAE,0,train
MONAL_PSEE4,0,train
APRA_PSEE4,0,train
AGUA_CELJU,0,train
ARBA_CELJU,0,train
KYNU_PSEFL,0,train
PHLD_PSEF5,0,train
MANA_CELJU,0,train
PHNHY_PSEFL,0,train
HAPMO_PSEFL,0,train
DLDH_PSEFL,0,train
PRNB_PSEFL,0,train
XY10C_CELJA,0,train
HCHL_PSEFL,0,train
6HN3M_PSEFL,0,train
XY11A_CELJA,0,train
AK_PSEFS,0,train
CE2A_CELJU,0,train
3HAO_PSEFL,0,train
MAND_CELJU,0,train
OL4AG_CELJU,0,train
BZNB_PSEFL,0,train
PHZG_PSEFL,0,train
MDCC_PSEF5,0,train
PHZF_PSEFL,0,train
STYC_PSEFL,0,train
PRXC_PSEFL,0,train
LIPA_PSEFL,0,train
PLTE_PSEF5,0,train
MAN5_CELJU,0,train
NUOI_PSEFL,0,train
PHAZ_PSEFL,0,train
GAL_PSEFL,0,train
GLCAL_PSEFL,0,train
GUNB_CELJU,0,train
EST2_PSEFL,0,train
GUNC_CELJU,0,train
SFNF_PSEPF,0,train
XYNC_CELJU,0,train
STYA_PSEFL,0,train
XYNA_CELJU,0,train
TSDA_PSYA2,0,train
HIS1_PSYA2,0,train
HISZ_PSYA2,0,train
DHMA_PSYCK,0,train
GLYA_PSYIN,0,train
CYAY_PSYIN,0,train
HMP_CUPNH,0,train
ADH_CUPNH,0,train
NAPA_CUPNH,0,train
RBL1C_CUPNE,0,train
PHAB_CUPNH,0,train
HEMN_CUPNH,0,train
MBHS_CUPNH,0,train
NAPB_CUPNH,0,train
SAUS_CUPNH,0,train
PRPC_CUPNE,0,train
MBHL_CUPNH,0,train
HOXF_CUPNH,0,train
MHPB_CUPNE,0,train
PHAC_CUPNH,0,train
HOXH_CUPNH,0,train
ACOC_CUPNH,0,train
ACOR_CUPNH,0,train
ACOB_CUPNH,0,train
ACOA_CUPNH,0,train
GPHC_CUPNH,0,train
KPPR2_CUPNH,0,train
TAUE_CUPNH,0,train
PRPF_CUPNE,0,train
HYPE_CUPNH,0,train
PDXA2_CUPNH,0,train
OTNK_CUPNH,0,train
RBSC_CUPNE,0,train
HOXN_CUPNH,0,train
LDH_CUPNH,0,train
FDHD_CUPNH,0,train
HOXY_CUPNH,0,train
BKTB_CUPNH,0,train
SAUT_CUPNH,0,train
CZCD_CUPMC,0,train
T23O_CUPMC,0,train
ATR_CUPMC,0,train
KYNB_CUPMC,0,train
TALY_CUPMC,0,train
COPK_CUPMC,0,train
CZCS_CUPMC,0,train
CNRY_CUPMC,0,train
CNRH_CUPMC,0,train
CZCB_CUPMC,0,train
CZCC_CUPMC,0,train
SODM_CUPMC,0,train
CHRA1_CUPMC,0,train
CNRR_CUPMC,0,train
CNRB_CUPMC,0,train
CZCI_CUPMC,0,train
CNRC_CUPMC,0,train
CHRB1_CUPMC,0,train
PRZN_RENSA,0,train
ARAD_RHILW,0,train
RLPMH_RHIL3,0,train
GLND_RHILV,0,train
TFXA_RHILT,0,train
ACPXL_RHILV,0,train
LOVHK_RHIL3,0,train
RGTA_RHIL3,0,train
HYPB_RHILV,0,train
RGTE_RHIL3,0,train
MCTP_RHIL3,0,train
OM3A_RHILV,0,train
PCS_RHIL3,0,train
GLNA3_RHILP,0,train
PSSM_RHILV,0,train
URE3_RHILV,0,train
NODO_RHILV,0,train
NODF_RHILV,0,train
RHIA_RHILV,0,train
RIBN_RHIL3,0,train
RAPA2_RHIL3,0,train
BAH_RHOER,0,train
AAM_RHOER,0,train
ARC_RHOER,0,train
LIMC_RHOER,0,train
NHAA_RHOER,0,train
LIMA_RHOER,0,train
MLHB_RHOER,0,train
AMID_RHOER,0,train
NHAB_RHOER,0,train
LIMB_RHOER,0,train
AQDC1_RHOER,0,train
MNO_RHOER,0,train
THCC_RHOER,0,train
AQDB2_RHOER,0,train
AQDA2_RHOER,0,train
AQDR_RHOER,0,train
DCTP_RHOFT,0,train
MTXAW_RHOBA,0,train
DEHA_RHOPA,0,train
CYPA2_RHOPA,0,train
C556_RHOPA,0,train
4HBCL_RHOPA,0,train
GMHBB_RHOPA,0,train
LHA2_RHOPA,0,train
RS12_RHOPA,0,train
RS4_RHOPA,0,train
RL5_RHOPA,0,train
RL30_RHOPA,0,train
RL1_RHOPA,0,train
RS5_RHOPA,0,train
HPNP_RHOPT,0,train
ARSM_RHOPA,0,train
AADR_RHOPA,0,train
RS9_RHOPA,0,train
RL14_RHOPA,0,train
RL25_RHOPA,0,train
RL22_RHOPA,0,train
RS18_RHOPA,0,train
RS19_RHOPA,0,train
RL28_RHOPA,0,train
RL2_RHOPA,0,train
RL21_RHOPA,0,train
RS15_RHOPA,0,train
RL36_RHOPA,0,train
MDH_RHOPA,0,train
PCKA_RHOPA,0,train
RL15_RHOPA,0,train
RL18_RHOPA,0,train
RS17_RHOPA,0,train
RL33_RHOPA,0,train
RS7_RHOPA,0,train
RS3_RHOPA,0,train
PK21_RHOPA,0,train
RL11_RHOPA,0,train
RL16_RHOPA,0,train
RPAI_RHOPA,0,train
RS13_RHOPA,0,train
RL20_RHOPA,0,train
HPNE_RHOPA,0,train
FENR_RHOPA,0,train
FER1_RHOPA,0,train
RL3_RHOPA,0,train
RL35_RHOPA,0,train
RS2_RHOPA,0,train
Y323_RHOPA,0,train
RL9_RHOPA,0,train
Y1785_RHOPA,0,train
Y152_RHOPA,0,train
RS21_RHOPA,0,train
RL13_RHOPA,0,train
RL17_RHOPA,0,train
RL27_RHOPA,0,train
RL4_RHOPA,0,train
RL6_RHOPA,0,train
RPAR_RHOPA,0,train
RS16_RHOPA,0,train
RS6_RHOPA,0,train
PNTAA_RHORT,0,train
COOS_RHORU,0,train
DRAG_RHORU,0,train
NIFH_RHORU,0,train
PHAJ_RHORT,0,train
RCEM_RHORU,0,train
RCEL_RHORU,0,train
LHB_RHORT,0,train
LHA_RHORU,0,train
CYCP_RHORT,0,train
MTNA_RHORT,0,train
RLP_RHORT,0,train
MTAP_RHORT,0,train
PNTB_RHORT,0,train
COQ7_RHORT,0,train
RCOM_RHORT,0,train
DRAT_RHORU,0,train
COWN_RHORT,0,train
COOF_RHORU,0,train
FER2_RHORU,0,train
THIO_RHORU,0,train
UBIL_RHORT,0,train
CPXJ_SACEN,0,train
ERYC3_SACEN,0,train
CHIT_SACEN,0,train
ERME_SACEN,0,train
TRYP_SACER,0,train
MIBS_SACEN,0,train
RNST_SACER,0,train
GPPMT_SACEN,0,train
CBP_SACER,0,train
SALL_SALTO,0,train
IBP1_SHEFN,0,train
DEOC_SHEHH,0,train
PHNY_RHIME,0,train
HYUC_RHIML,0,train
BLUB_RHIME,0,train
MCM_RHIME,0,train
ARREH_RHIME,0,train
FIXL_RHIME,0,train
FIXJ_RHIME,0,train
HYDRA_RHIML,0,train
AAT_RHIME,0,train
FIXN_RHIME,0,train
HGD_RHIME,0,train
FUMC_RHIME,0,train
GLPK_RHIME,0,train
P4H_RHIME,0,train
DCTB_RHIME,0,train
BIOS_RHIME,0,train
AGPA_RHIME,0,train
DAPAL_RHIML,0,train
NODA_RHIME,0,train
PRSD_RHIME,0,train
STCD_RHIME,0,train
MSRA3_RHIME,0,train
PRSE_RHIME,0,train
SODF_RHIME,0,train
MI2D_RHIME,0,train
COXZ_RHIME,0,train
FRCB_RHIML,0,train
CH105_RHIME,0,train
DCTA_RHIME,0,train
FRCC_RHIML,0,train
EXOK_RHIME,0,train
FRCA_RHIML,0,train
EXSH_RHIME,0,train
Y0793_RHIME,0,train
RPOA_RHIME,0,train
CH60_SODGM,0,train
PTLH_STRAW,0,train
PTLD_STRAW,0,train
PTLE_STRAW,0,train
CCR_STRAW,0,train
PTLF_STRAW,0,train
PTLA_STRAW,0,train
MEGL_STRAW,0,train
PTLI_STRAW,0,train
MQNX_STRAW,0,train
EBDG_STRAW,0,train
HPPD_STRAW,0,train
NFI_STRAW,0,train
DNCV_VIBCH,0,train
HLYA_VIBCH,0,train
CHTB_VIBCH,0,train
FABV1_VIBCH,0,train
HUTZ_VIBCH,0,train
DHAS2_VIBCH,0,train
LIP_VIBCH,0,train
CGAP3_VIBCH,0,train
NAGA_VIBCH,0,train
APBE_VIBC3,0,train
CANSD_VIBCH,0,train
CHXA_VIBCL,0,train
CDPA_VIBCH,0,train
CSPV_VIBCH,0,train
CQSS_VIBCH,0,train
CQSA_VIBCH,0,train
CDPD1_VIBCH,0,train
KDSA_VIBC3,0,train
LAMB_VIBCH,0,train
NADE_VIBCH,0,train
ALR_VIBCH,0,train
NHAP2_VIBC3,0,train
HIGA2_VIBCH,0,train
NHAB_VIBCH,0,train
DAPE_VIBCH,0,train
BTUF_VIBC3,0,train
KTHY_VIBCH,0,train
NQRA_VIBC3,0,train
TCPF_VIBCH,0,train
PUR5_VIBCH,0,train
PTH_VIBC3,0,train
SIAQ_VIBCH,0,train
TCPN_VIBC3,0,train
PYRE_VIBCH,0,train
RNFB_VIBC3,0,train
AROB_VIBCH,0,train
CDD_VIBCH,0,train
GSPM_VIBCH,0,train
GSPC_VIBCH,0,train
HSCB_VIBCH,0,train
HIGB1_VIBCH,0,train
MURB_VIBCH,0,train
HIS5_VIBCH,0,train
PDXB_VIBCH,0,train
PNCB_VIBCH,0,train
OMPV_VIBCH,0,train
PIMT_VIBC3,0,train
RNFA_VIBC3,0,train
LUXO_VIBCH,0,train
NANE_VIBCH,0,train
MSBA_VIBCH,0,train
NCPP_VIBCH,0,train
PYRF_VIBCH,0,train
RNFD_VIBC3,0,train
ADD_VIBCH,0,train
DRNE_VIBCH,0,train
FTSB_VIBCH,0,train
HIGB2_VIBCH,0,train
LUXO_VIBC3,0,train
HFQ_VIBCH,0,train
CRYD_VIBCH,0,train
GSPH_VIBCH,0,train
CHELT_VIBCL,0,train
GBPA_VIBCH,0,train
GSPG_VIBCH,0,train
HEM3_VIBCH,0,train
ACYP_VIBC3,0,train
FABF_VIBCH,0,train
HUTX_VIBCH,0,train
HUTG_VIBCH,0,train
FABH2_VIBCH,0,train
HSTN_VIBCL,0,train
DCDA_VIBCH,0,train
G6PI_VIBCH,0,train
CGAP2_VIBCH,0,train
GSPL_VIBCH,0,train
DSBA_VIBCH,0,train
FADR_VIBCH,0,train
ACPS_VIBCH,0,train
CAPV_VIBCH,0,train
